,Unnamed: 0,0
2984,2984,"700 Ming Ave, Bakersfield, CA 93307, USA"
2985,2985,"620 Patricia Ave, Bakersfield, CA 93304, USA"
2986,2986,"2014 S Union Ave, Bakersfield, CA 93307, USA"
2987,2987,"620 Patricia Ave, Bakersfield, CA 93304, USA"
2988,2988,"1610 Rosalia Dr, Bakersfield, CA 93304, USA"
2989,2989,"1529 El Rancho Pl, Bakersfield, CA 93304, USA"
2990,2990,"1729 Brook St, Bakersfield, CA 93307, USA"
2991,2991,"5912 Leo St, Bakersfield, CA 93307, USA"
2992,2992,"67 E Pacheco Rd, Bakersfield, CA 93307, USA"
2993,2993,"6009 Ambergrove St, Bakersfield, CA 93313, USA"
2994,2994,"3804 Sweet Springs St, Bakersfield, CA 93309, USA"
2995,2995,"4100 Alum Ave, Bakersfield, CA 93309, USA"
2996,2996,"3401 Pacheco Rd d, Bakersfield, CA 93313, USA"
2997,2997,"2501 Tricia Ct, Bakersfield, CA 93304, USA"
2998,2998,"1517 Garfield Ave, Bakersfield, CA 93304, USA"
2999,2999,"4301 Renee Ave, Bakersfield, CA 93313, USA"
3000,3000,"2420 Maurice Ave, Bakersfield, CA 93304, USA"
3001,3001,"6012 Ream Way, Bakersfield, CA 93307, USA"
3002,3002,"3904 Pontiac St, Bakersfield, CA 93304, USA"
3003,3003,"705 Pacheco Rd, Bakersfield, CA 93307, USA"
3004,3004,"6104 Strawbridge Ct, Bakersfield, CA 93307, USA"
3005,3005,"6000 Provincetown Ave, Bakersfield, CA 93313, USA"
3006,3006,"6V9C+X2 Bakersfield, CA, USA"
3007,3007,"6XQQ+XX Alameda, CA, USA"
3008,3008,"801 Hosking Ave #5818, Bakersfield, CA 93307, USA"
3009,3009,"62Q5+XX Bakersfield, CA, USA"
3010,3010,"7295+XX Bakersfield, CA, USA"
3011,3011,"R399+XX Frazier Park, CA, USA"
3012,3012,"R3H2+X2 Frazier Park, CA, USA"
3013,3013,"R362+22 Frazier Park, CA, USA"
3014,3014,"RVH2+X2 Pine Mountain Club, CA, USA"
3015,3015,"WRXR+X2 Pine Mountain Club, CA, USA"
3016,3016,"R399+XX Frazier Park, CA, USA"
3017,3017,"516 Kern St, Taft, CA 93268, USA"
3018,3018,"3G9X+XX Taft, CA, USA"
3019,3019,"5HQH+XX Valley Acres, CA, USA"
3020,3020,"7G92+X2 Derby Acres, CA, USA"
3021,3021,"5GC9+2X Taft, CA, USA"
3022,3022,"5G5X+XX Ford City, CA, USA"
3023,3023,"5GCR+22 Ford City, CA, USA"
3024,3024,"501 Main St, Taft, CA 93268, USA"
3025,3025,"403 Pilgrim Ave, Taft, CA 93268, USA"
3026,3026,"1124 4th St, Taft, CA 93268, USA"
3027,3027,"510 Ward St, Taft, CA 93268, USA"
3028,3028,"303 South St, Taft, CA 93268, USA"
3029,3029,"2223 25 Hill Rd, Taft, CA 93268, USA"
3030,3030,"131 N Main St, Buttonwillow, CA 93206, USA"
3031,3031,"CH2H+2X Buttonwillow, CA, USA"
3032,3032,"5501 Verdugo Ln, Bakersfield, CA 93312, USA"
3033,3033,"3331 Calloway Dr, Bakersfield, CA 93312, USA"
3034,3034,"10617 Meacham Rd, Bakersfield, CA 93312, USA"
3035,3035,"CR56+X2 Rosedale, Bakersfield, CA, USA"
3036,3036,"17837 Brimhall Rd, Bakersfield, CA 93314, USA"
3037,3037,"2201 Verdugo Ln, Bakersfield, CA 93312, USA"
3038,3038,"2213 Calloway Dr, Bakersfield, CA 93312, USA"
3039,3039,"10628 Brimhall Rd, Bakersfield, CA 93312, USA"
3040,3040,"5209 Minter Field Ave, Shafter, CA 93263, USA"
3041,3041,"GP99+XX Shafter, CA, USA"
3042,3042,"FPQJ+X2 Shafter, CA, USA"
3043,3043,"1110 E Lerdo Hwy # 100, Shafter, CA 93263, USA"
3044,3044,"451 E Lerdo Hwy, Shafter, CA 93263, USA"
3045,3045,"658 Sycamore Ave, Shafter, CA 93263, USA"
3046,3046,"168 W Lerdo Hwy, Shafter, CA 93263, USA"
3047,3047,"168 W Lerdo Hwy, Shafter, CA 93263, USA"
3048,3048,"451 E Lerdo Hwy, Shafter, CA 93263, USA"
3049,3049,"FJQ9+XX Shafter, CA, USA"
3050,3050,"1224 2nd St, Wasco, CA 93280, USA"
3051,3051,"GJXR+X2 Wasco, CA, USA"
3052,3052,"1966 Bautista Ave, Wasco, CA 93280, USA"
3053,3053,"1240 10th Pl, Wasco, CA 93280, USA"
3054,3054,"1224 2nd St, Wasco, CA 93280, USA"
3055,3055,"651 CA-46, Wasco, CA 93280, USA"
3056,3056,"1017 Palm Ave, Wasco, CA 93280, USA"
3057,3057,"950 H St, Wasco, CA 93280, USA"
3058,3058,"J8C5+2X Lost Hills, CA, USA"
3059,3059,"M62H+2X Lost Hills, CA, USA"
3060,3060,"QV55+XX Jasmin, CA, USA"
3061,3061,"30154 Garces Hwy, Delano, CA 93215, USA"
3062,3062,"JRR6+22 Calico, CA, USA"
3063,3063,"558 11th St, McFarland, CA 93250, USA"
3064,3064,"610 A St, McFarland, CA 93250, USA"
3065,3065,"481 Cherrywood St, McFarland, CA 93250, USA"
3066,3066,"1800 High St., Delano, CA 93215, USA"
3067,3067,"601 11th Ave, Delano, CA 93215, USA"
3068,3068,"313 Ellington St, Delano, CA 93215, USA"
3069,3069,"354 Malibu Dr, Delano, CA 93215, USA"
3070,3070,"2343 Girard St, Delano, CA 93215, USA"
3071,3071,"1800 High St., Delano, CA 93215, USA"
3072,3072,"1847 Chaparral Cir, Delano, CA 93215, USA"
3073,3073,"1900 County Line Rd, Delano, CA 93215, USA"
3074,3074,"1302 10th Ave, Delano, CA 93215, USA"
3075,3075,"1839 Val Verde Ln, Delano, CA 93215, USA"
3076,3076,"PQQC+X2 Delano, CA, USA"
3077,3077,"1839 Val Verde Ln, Delano, CA 93215, USA"
3078,3078,"F39H+XX Bakersfield, CA, USA"
3079,3079,"CXQQ+XX Oildale, CA, USA"
3080,3080,"C3Q9+XX Bakersfield, CA, USA"
3081,3081,"PMQR+X2 Weldon, CA, USA"
3082,3082,"441 Pine Hollow Rd, Onyx, CA 93255, USA"
3083,3083,"QH25+2X Kernville, CA, USA"
3084,3084,"501 Canyon Dr, Wofford Heights, CA 93285, USA"
3085,3085,"PF2X+2X Wofford Heights, CA, USA"
3086,3086,"PC95+XX Shirley Meadows, CA, USA"
3087,3087,"M42J+22 Woody, CA, USA"
3088,3088,"FQH9+XX Sageland, CA, USA"
3089,3089,"JMRC+22 Weldon, CA, USA"
3090,3090,"6211 Sagebrush Rd, Lake Isabella, CA 93240, USA"
3091,3091,"JHC2+22 Lake Isabella, CA, USA"
3092,3092,"2959 Eva Ave, Lake Isabella, CA 93240, USA"
3093,3093,"2516 Flower St, Lake Isabella, CA 93240, USA"
3094,3094,"2801 Bodfish Canyon Rd, Bodfish, CA 93205, USA"
3095,3095,"66 Doherty Dr, Caliente, CA 93518, USA"
3096,3096,"P7HC+X2 Ridgecrest, CA, USA"
3097,3097,"232 Sand Dune Ln, Ridgecrest, CA 93555, USA"
3098,3098,"Pizza Factory, Ridgecrest, CA 93555, USA"
3099,3099,"535 W Atkins Ave SPC 40, Ridgecrest, CA 93555, USA"
3100,3100,"940 W Alene Ave, Ridgecrest, CA 93555, USA"
3101,3101,"1449 Sydnor Ave, Ridgecrest, CA 93555, USA"
3102,3102,"525 Sydnor Ave, Ridgecrest, CA 93555, USA"
3103,3103,"Ridgecrest Hospital - China Lake Blvd., Ridgecrest, CA 93555, USA"
3104,3104,"501 N China Lake Blvd, Ridgecrest, CA 93555, USA"
3105,3105,"526 W Las Flores Ave, Ridgecrest, CA 93555, USA"
3106,3106,"1000 W Las Flores Ave, Ridgecrest, CA 93555, USA"
3107,3107,"229 Goss St, Ridgecrest, CA 93555, USA"
3108,3108,"730 S Allen St, Ridgecrest, CA 93555, USA"
3109,3109,"463 W Dolphin Ave, Ridgecrest, CA 93555, USA"
3110,3110,"1365 W Dolphin Ave, Ridgecrest, CA 93555, USA"
3111,3111,"230 Sunset Pl, Ridgecrest, CA 93555, USA"
3112,3112,"J955+XX Ridgecrest, CA, USA"
3113,3113,"212 Rancho St, Ridgecrest, CA 93555, USA"
3114,3114,"J85Q+XX Ridgecrest, CA, USA"
3115,3115,"557 E Dolphin Ave, Ridgecrest, CA 93555, USA"
3116,3116,"4100-4198 Las Flores Ave, Ridgecrest, CA 93555, USA"
3117,3117,"G8XC+X2 Ridgecrest, CA, USA"
3118,3118,"M52Q+2X Inyokern, CA, USA"
3119,3119,"P4HJ+X2 Bradys, CA, USA"
3120,3120,"G5Q5+XX Inyokern, CA, USA"
3121,3121,"M725+2X China Lake Acres, CA, USA"
3122,3122,"85X5+XX Old Garlock, CA, USA"
3123,3123,"2XXX+XX California City, CA, USA"
3124,3124,"25JJ+22 North Edwards, CA, USA"
3125,3125,"20751 Aristotle Dr, California City, CA 93505, USA"
3126,3126,"6665+2X California City, CA, USA"
3127,3127,"4XCR+22 California City, CA, USA"
3128,3128,"21237 83rd St, California City, CA 93505, USA"
3129,3129,"21291 Windsong St, California City, CA 93505, USA"
3130,3130,"33H2+X2 California City, CA, USA"
3131,3131,"32XC+X2 California City, CA, USA"
3132,3132,"5256+X2 California City, CA, USA"
3133,3133,"WPCJ+22 Rosamond, CA, USA"
3134,3134,"VM56+X2 Rosamond, CA, USA"
3135,3135,"28JC+22 Boron, CA, USA"
3136,3136,"X8QC+X2 Boron, CA, USA"
3137,3137,"12029 Boron Ave, Boron, CA 93516, USA"
3138,3138,"VR5X+XX Rosamond, CA, USA"
3139,3139,"3392 Haven St, Rosamond, CA 93560, USA"
3140,3140,"3319 Cactus Cir Ave, Rosamond, CA 93560, USA"
3141,3141,"2134 Gobi Ave, Rosamond, CA 93560, USA"
3142,3142,"3R6X+2X Mojave, CA, USA"
3143,3143,"1500 Kinnicutt St, Mojave, CA 93501, USA"
3144,3144,"3228 Pat Ave, Mojave, CA 93501, USA"
3145,3145,"1018 Mojave-Barstow Hwy, Mojave, CA 93501, USA"
3146,3146,"23551 Rolly Ave, Tehachapi, CA 93561, USA"
3147,3147,"29701 Goldspike Rd, Tehachapi, CA 93561, USA"
3148,3148,"7M96+X2 Twin Oaks, CA, USA"
3149,3149,"22009 Lilac St, Tehachapi, CA 93561, USA"
3150,3150,"39HR+X2 Stallion Springs, CA, USA"
3151,3151,"X9QR+X2 Stallion Springs, CA, USA"
3152,3152,"742 Silver Oak Dr, Tehachapi, CA 93561, USA"
3153,3153,"715 Brentwood Dr, Tehachapi, CA 93561, USA"
3154,3154,"1012 Canyon Dr, Tehachapi, CA 93561, USA"
3155,3155,"514 E F St, Tehachapi, CA 93561, USA"
3156,3156,"514 E F St, Tehachapi, CA 93561, USA"
3157,3157,"8455 Fuller Dr, Bakersfield, CA 93307, USA"
3158,3158,"7352+X2 Bakersfield, CA, USA"
3159,3159,"7599+XX Di Giorgio, CA, USA"
3160,3160,"43HH+XX Meridian, CA, USA"
3161,3161,"65H2+X2 Arvin, CA, USA"
3162,3162,"65HJ+X2 Edmundson Acres, CA, USA"
3163,3163,"518 Langford Ave, Arvin, CA 93203, USA"
3164,3164,"55XJ+X2 Arvin, CA, USA"
3165,3165,"55X2+X2 Arvin, CA, USA"
3166,3166,"8416 Bertal St, Lamont, CA 93241, USA"
3167,3167,"7452+X2 Lamont, CA, USA"
3168,3168,"7600 Letty Ave, Lamont, CA 93241, USA"
3169,3169,"8312 Maxey Dr, Lamont, CA 93241, USA"
3170,3170,"C855+XX Laton, CA, USA"
3171,3171,"6249 Burris Park Dr, Kingsburg, CA 93631, USA"
3172,3172,"9FC2+22 Remnoy, CA, USA"
3173,3173,"98H5+XX Hanford, CA, USA"
3174,3174,"7150 18th Ave, Lemoore, CA 93245, USA"
3175,3175,"20750 Fremont Ave, Lemoore, CA 93245, USA"
3176,3176,"84RH+2X Lemoore, CA, USA"
3177,3177,"839C+X2 Lemoore Station, CA, USA"
3178,3178,"473 W Deodar Ln, Lemoore, CA 93245, USA"
3179,3179,"867 Elderwood Ln, Lemoore, CA 93245, USA"
3180,3180,"884 N Lemoore Ave, Lemoore, CA 93245, USA"
3181,3181,"894 Banyan Dr, Lemoore, CA 93245, USA"
3182,3182,"Lions Park, 852 Fox St, Lemoore, CA 93245, USA"
3183,3183,"820 E Bush St, Lemoore, CA 93245, USA"
3184,3184,"113 Powell Ave, Lemoore, CA 93245, USA"
3185,3185,"614 C St, Lemoore, CA 93245, USA"
3186,3186,"588 Vine St, Lemoore, CA 93245, USA"
3187,3187,"20161 W Glendale Ave, Lemoore, CA 93245, USA"
3188,3188,"9891 18th Ave, Lemoore, CA 93245, USA"
3189,3189,"13963 18th Ave, Lemoore, CA 93245, USA"
3190,3190,"659 Contenta Ct, Lemoore, CA 93245, USA"
3191,3191,"75JQ+2X Lemoore, CA, USA"
3192,3192,"87RH+2X Armona, CA, USA"
3193,3193,"10472 14 1/2 Ave, Lemoore, CA 93245, USA"
3194,3194,"13454 Larkspur Way, Hanford, CA 93230, USA"
3195,3195,"876C+22 Armona, CA, USA"
3196,3196,"78X2+X2 Armona, CA, USA"
3197,3197,"1561 W Chianti Way, Hanford, CA 93230, USA"
3198,3198,"409 W Pioneer Way, Hanford, CA 93230, USA"
3199,3199,"2085 Peralta Way, Hanford, CA 93230, USA"
3200,3200,"2085 Peralta Way, Hanford, CA 93230, USA"
3201,3201,"1000 W Audubon Rd, Hanford, CA 93230, USA"
3202,3202,"484 Orange St, Hanford, CA 93230, USA"
3203,3203,"428 E Leland Way, Hanford, CA 93230, USA"
3204,3204,"2104 Ashwood Ct, Hanford, CA 93230, USA"
3205,3205,"89XJ+X2 Hanford, CA, USA"
3206,3206,"428 E Leland Way, Hanford, CA 93230, USA"
3207,3207,"1476 Seqyoia Babe Ruth, Hanford, CA 93230, USA"
3208,3208,"1026 Lacey Blvd, Hanford, CA 93230, USA"
3209,3209,"9881 Sierra Dr, Hanford, CA 93230, USA"
3210,3210,"899C+X2 Hanford, CA, USA"
3211,3211,"1412 Rodgers Rd, Hanford, CA 93230, USA"
3212,3212,"1400 N Redington St, Hanford, CA 93230, USA"
3213,3213,"1400 N Redington St, Hanford, CA 93230, USA"
3214,3214,"1320 N Normandie St, Hanford, CA 93230, USA"
3215,3215,"421 E 10th St, Hanford, CA 93230, USA"
3216,3216,"319 Center St, Hanford, CA 93230, USA"
3217,3217,"319 Center St, Hanford, CA 93230, USA"
3218,3218,"889C+X2 Hanford, CA, USA"
3219,3219,"450 Kings County Dr, Hanford, CA 93230, USA"
3220,3220,"470 Greenfield Ave, Hanford, CA 93230, USA"
3221,3221,"470 Greenfield Ave, Hanford, CA 93230, USA"
3222,3222,"889R+X2 Hanford, CA, USA"
3223,3223,"889C+X2 Hanford, CA, USA"
3224,3224,"886C+22 Hanford, CA, USA"
3225,3225,"1916 S Wishon Ave, Hanford, CA 93230, USA"
3226,3226,"1401 W Braden Ave, Hanford, CA 93230, USA"
3227,3227,"501 S Brown St, Hanford, CA 93230, USA"
3228,3228,"10696 Houston Ave, Hanford, CA 93230, USA"
3229,3229,"377 Sydney Ct, Hanford, CA 93230, USA"
3230,3230,"11211 8 1/2 Ave, Hanford, CA 93230, USA"
3231,3231,"6228 Idaho Ave, Hanford, CA 93230, USA"
3232,3232,"7825+2X Hanford, CA, USA"
3233,3233,"59JC+22 Guernsey, CA, USA"
3234,3234,"2925 Orange Ave, Corcoran, CA 93212, USA"
3235,3235,"1801 Bainum Ave, Corcoran, CA 93212, USA"
3236,3236,"911 Regency Ave, Corcoran, CA 93212, USA"
3237,3237,"950 Chittenden Ave, Corcoran, CA 93212, USA"
3238,3238,"950 Chittenden Ave, Corcoran, CA 93212, USA"
3239,3239,"997 San Joaquin Ave, Corcoran, CA 93212, USA"
3240,3240,"997 San Joaquin Ave, Corcoran, CA 93212, USA"
3241,3241,"1000 Pueblo Ave, Corcoran, CA 93212, USA"
3242,3242,"401 Nimitz Ave, Corcoran, CA 93212, USA"
3243,3243,"1800 Hanna Ave, Corcoran, CA 93212, USA"
3244,3244,"1800 Hanna Ave, Corcoran, CA 93212, USA"
3245,3245,"1800 Hanna Ave, Corcoran, CA 93212, USA"
3246,3246,"5725+2X Stratford, CA, USA"
3247,3247,"54X2+X2 Lemoore Station, CA, USA"
3248,3248,"20194 Laurel Ave, Stratford, CA 93266, USA"
3249,3249,"32R6+22 Murray, CA, USA"
3250,3250,"33190 Hubert Way, Kettleman City, CA 93239, USA"
3251,3251,85822692+X2
3252,3252,"2VQ5+XX Avenal, CA, USA"
3253,3253,"1200 Skyline Blvd, Avenal, CA 93204, USA"
3254,3254,"2V25+2X Avenal, CA, USA"
3255,3255,"33883 Ave 36, Avenal, CA 93204, USA"
3256,3256,"VVC9+2X Avenal, CA, USA"
3257,3257,"W252+X2 Reef Station, CA, USA"
3258,3258,"C4C5+2X Rice Fork Summer Homes, CA, USA"
3259,3259,"64H2+X2 Upper Lake, CA, USA"
3260,3260,"10545 Rancheria Rd, Upper Lake, CA 95485, USA"
3261,3261,"9930 Elk Mountain Rd, Upper Lake, CA 95485, USA"
3262,3262,"725 Clover Dr, Upper Lake, CA 95485, USA"
3263,3263,"2008 Flicker Cir, Nice, CA 95464, USA"
3264,3264,"4WCH+2X Talmage, CA, USA"
3265,3265,"43H2+X2 Upper Lake, CA, USA"
3266,3266,"4465+2X North Lakeport, CA, USA"
3267,3267,"4162 Lakeshore Blvd, Lakeport, CA 95453, USA"
3268,3268,"680 Park Way, Lakeport, CA 95453, USA"
3269,3269,"33X5+XX North Lakeport, CA, USA"
3270,3270,"2295+XX Lakeport, CA, USA"
3271,3271,"339R+X2 North Lakeport, CA, USA"
3272,3272,"336R+22 North Lakeport, CA, USA"
3273,3273,"1185 North St, Lakeport, CA 95453, USA"
3274,3274,"332R+22 Lakeport, CA, USA"
3275,3275,"1185 North St, Lakeport, CA 95453, USA"
3276,3276,"332R+22 Lakeport, CA, USA"
3277,3277,"23JR+22 Lakeport, CA, USA"
3278,3278,"47QX+XX Lucerne, CA, USA"
3279,3279,"2250 E Hwy 20, Nice, CA 95464, USA"
3280,3280,"34HR+X2 Lucerne, CA, USA"
3281,3281,"35RC+22 Lucerne, CA, USA"
3282,3282,"6540 12th Ave, Lucerne, CA 95458, USA"
3283,3283,"36H2+X2 Lucerne, CA, USA"
3284,3284,"6579 State Hwy 20, Lucerne, CA 95458, USA"
3285,3285,"7248 E Hwy 20, Lucerne, CA 95458, USA"
3286,3286,"3FR9+2X Spring Valley, CA, USA"
3287,3287,"11700 Warrens Way, Clearlake Oaks, CA 95423, USA"
3288,3288,"27Q9+XX Glenhaven, CA, USA"
3289,3289,"11735 State Hwy 20, Clearlake Oaks, CA 95423, USA"
3290,3290,"28JR+22 Clearlake Oaks, CA, USA"
3291,3291,"13399 Venus Village, Clearlake Oaks, CA 95423, USA"
3292,3292,"11230 North Dr, Clearlake, CA 95422, USA"
3293,3293,"11321 Patterson Dr, Clearlake, CA 95422, USA"
3294,3294,"X8RX+2X Clearlake, CA, USA"
3295,3295,"XFRJ+22 Clearlake, CA, USA"
3296,3296,"X8H9+XX Clearlake, CA, USA"
3297,3297,"3621 Acacia St, Clearlake, CA 95422, USA"
3298,3298,"3620 Old Hwy 53, Clearlake, CA 95422, USA"
3299,3299,"15662 39th Ave, Clearlake, CA 95422, USA"
3300,3300,"5956 Oak Ave, Clearlake, CA 95422, USA"
3301,3301,"16159 9th Ave, Clearlake, CA 95422, USA"
3302,3302,"16520 Dam Rd, Clearlake, CA 95422, USA"
3303,3303,"15621 Polk Ave, Clearlake, CA 95422, USA"
3304,3304,"3620 Old Hwy 53, Clearlake, CA 95422, USA"
3305,3305,"Lakeshore Drive and Austin Road (Austin Park), Clearlake, CA 95422, USA"
3306,3306,"3635 Buckeye St, Clearlake, CA 95422, USA"
3307,3307,"14591 Lakeshore Dr, Clearlake, CA 95422, USA"
3308,3308,"15080 Lakeshore Dr, Clearlake, CA 95422, USA"
3309,3309,"5975 Mohican Pl, Clearlake, CA 95422, USA"
3310,3310,"5975 Mohican Pl, Clearlake, CA 95422, USA"
3311,3311,"5956 Oak Ave, Clearlake, CA 95422, USA"
3312,3312,"X79X+XX Clearlake, CA, USA"
3313,3313,"2250 Eastlake Dr, Kelseyville, CA 95451, USA"
3314,3314,"2696+X2 Lucerne, CA, USA"
3315,3315,"X699+XX Kelseyville, CA, USA"
3316,3316,"W8Q6+X2 Clearlake, CA, USA"
3317,3317,"8279 CA-29, Lower Lake, CA 95457, USA"
3318,3318,"342R+22 Lucerne, CA, USA"
3319,3319,"3785 Finley East Rd, Kelseyville, CA 95451, USA"
3320,3320,"4465 Gaddy Ln, Kelseyville, CA 95451, USA"
3321,3321,"4484 Sylar Ln, Kelseyville, CA 95451, USA"
3322,3322,"5140 Park Ave, Kelseyville, CA 95451, USA"
3323,3323,"X39J+X2 Lakeport, CA, USA"
3324,3324,"W4J5+2X Highland Springs, CA, USA"
3325,3325,"4568 Cody Ct, Kelseyville, CA 95451, USA"
3326,3326,"W6CJ+22 Glenview, CA, USA"
3327,3327,"V5QC+X2 Kelseyville, CA, USA"
3328,3328,"V7HJ+X2 Salminas Resort, CA, USA"
3329,3329,"R7J6+22 Cobb, CA, USA"
3330,3330,"WG2C+22 Clearlake, CA, USA"
3331,3331,"8860 Bonham Rd, Lower Lake, CA 95457, USA"
3332,3332,"10720 Clayton Creek Rd, Lower Lake, CA 95457, USA"
3333,3333,"W9CJ+22 Lower Lake, CA, USA"
3334,3334,"W8CX+2X Lower Lake, CA, USA"
3335,3335,"12850 Perini Rd, Lower Lake, CA 95457, USA"
3336,3336,"RF9X+XX Hidden Valley Lake, CA, USA"
3337,3337,"QF5R+X2 Hidden Valley Lake, CA, USA"
3338,3338,"RC6X+2X Hidden Valley Lake, CA, USA"
3339,3339,"QCJ6+22 Middletown, CA, USA"
3340,3340,"R86R+22 Cobb, CA, USA"
3341,3341,"Q859+XX Middletown, CA, USA"
3342,3342,"P9HJ+X2 Middletown, CA, USA"
3343,3343,"14477 Western Mine Rd, Middletown, CA 95461, USA"
3344,3344,"MFXJ+X2 Hidden Valley Lake, CA, USA"
3345,3345,"3V9R+X2 Pumpkin Center, CA, USA"
3346,3346,"42CQ+2X Adin, CA, USA"
3347,3347,"RWXH+XX Little Valley, CA, USA"
3348,3348,"XJHC+X2 Brockman, CA, USA"
3349,3349,"JMH2+X2 Horse Lake, CA, USA"
3350,3350,"688-150 The Strand, Susanville, CA 96130, USA"
3351,3351,"GX5H+XX Norvell, CA, USA"
3352,3352,"72JQ+2X Westwood, CA, USA"
3353,3353,"8XX9+XX Westwood, CA, USA"
3354,3354,"G82H+2X Susanville, CA, USA"
3355,3355,"CCJH+2X Susanville, CA, USA"
3356,3356,"130 N Gay St, Susanville, CA 96130, USA"
3357,3357,"1417 4th St, Susanville, CA 96130, USA"
3358,3358,"1009 Orchard St, Susanville, CA 96130, USA"
3359,3359,"2550 Riverside Dr, Susanville, CA 96130, USA"
3360,3360,"976R+22 Susanville, CA, USA"
3361,3361,"471-380 Linco Ln, Susanville, CA 96130, USA"
3362,3362,"9HHJ+X2 Standish, CA, USA"
3363,3363,"CJXR+X2 Viewland, CA, USA"
3364,3364,"CF5R+X2 Susanville, CA, USA"
3365,3365,"463-200 Christie St, Janesville, CA 96114, USA"
3366,3366,"713-225 Sunnyside Rd, Janesville, CA 96114, USA"
3367,3367,"450-125 US-395, Milford, CA 96121, USA"
3368,3368,"7R52+X2 Wendel, CA, USA"
3369,3369,"WWC6+22 Chilcoot-Vinton, CA, USA"
3370,3370,"7P9J+X2 Los Angeles, CA, USA"
3371,3371,"10529 Haines Canyon Ave, Tujunga, CA 91042, USA"
3372,3372,"10514 Hillhaven Ave, Tujunga, CA 91042, USA"
3373,3373,"7668 Summitrose St, Tujunga, CA 91042, USA"
3374,3374,"7668 Summitrose St, Tujunga, CA 91042, USA"
3375,3375,"9986 Tujunga Canyon Blvd, Tujunga, CA 91042, USA"
3376,3376,"9986 Tujunga Canyon Blvd, Tujunga, CA 91042, USA"
3377,3377,"50o, Tujunga, CA 91043, USA"
3378,3378,"50o, Tujunga, CA 91043, USA"
3379,3379,"10013 Pali Ave, Tujunga, CA 91042, USA"
3380,3380,"10013 Pali Ave, Tujunga, CA 91042, USA"
3381,3381,"9508 Mina Rica Dr, Tujunga, CA 91042, USA"
3382,3382,"10013 Pali Ave, Tujunga, CA 91042, USA"
3383,3383,"10013 Pali Ave, Tujunga, CA 91042, USA"
3384,3384,"9419 Glory Ave, Tujunga, CA 91042, USA"
3385,3385,"9419 Glory Ave, Tujunga, CA 91042, USA"
3386,3386,"7582 McGroarty Terrace, Tujunga, CA 91042, USA"
3387,3387,"6MRC+22 Los Angeles, CA, USA"
3388,3388,"10060 Olivia Terrace, Sun Valley, CA 91352, USA"
3389,3389,"10060 Olivia Terrace, Sun Valley, CA 91352, USA"
3390,3390,"7647 N Claybeck Ave, Burbank, CA 91505, USA"
3391,3391,"7647 N Claybeck Ave, Burbank, CA 91505, USA"
3392,3392,"7MJR+22 Los Angeles, CA, USA"
3393,3393,"11042 Nassau Ave, Sunland-Tujunga, CA 91040, USA"
3394,3394,"7668 Summitrose St, Tujunga, CA 91042, USA"
3395,3395,"7668 Summitrose St, Tujunga, CA 91042, USA"
3396,3396,"8123 Foothill Blvd, Sunland-Tujunga, CA 91040, USA"
3397,3397,"8123 Foothill Blvd, Sunland-Tujunga, CA 91040, USA"
3398,3398,"8123 Foothill Blvd, Sunland-Tujunga, CA 91040, USA"
3399,3399,"10500 Sherman Grove Ave, Sunland-Tujunga, CA 91040, USA"
3400,3400,"7MJ2+22 Los Angeles, CA, USA"
3401,3401,"7M9C+X2 Los Angeles, CA, USA"
3402,3402,"7M92+X2 Los Angeles, CA, USA"
3403,3403,"10144 Sunland Blvd, Sunland-Tujunga, CA 91040, USA"
3404,3404,"10060 Barling St, Shadow Hills, CA 91040, USA"
3405,3405,"10451 Wheatland Ave, Shadow Hills, CA 91040, USA"
3406,3406,"7668 Summitrose St, Tujunga, CA 91042, USA"
3407,3407,"7582 McGroarty Terrace, Tujunga, CA 91042, USA"
3408,3408,"8123 Foothill Blvd, Sunland-Tujunga, CA 91040, USA"
3409,3409,"8123 Foothill Blvd, Sunland-Tujunga, CA 91040, USA"
3410,3410,"10500 Sherman Grove Ave, Sunland-Tujunga, CA 91040, USA"
3411,3411,"11828 Gain St, Lake View Terrace, CA 91342, USA"
3412,3412,"11542 Lexicon Ave, Sylmar, CA 91342, USA"
3413,3413,"12137 Foothill Blvd, Sylmar, CA 91342, USA"
3414,3414,"7J9C+X2 Los Angeles, CA, USA"
3415,3415,"57 Foothill Blvd, Sylmar, CA 91342, USA"
3416,3416,"57 Foothill Blvd, Sylmar, CA 91342, USA"
3417,3417,"11623 Glenoaks Blvd, Pacoima, CA 91331, USA"
3418,3418,"12728 Filmore St, Pacoima, CA 91331, USA"
3419,3419,"12137 Foothill Blvd, Sylmar, CA 91342, USA"
3420,3420,"11623 Glenoaks Blvd, Pacoima, CA 91331, USA"
3421,3421,"11623 Glenoaks Blvd, Pacoima, CA 91331, USA"
3422,3422,"13188 Mercer St, Pacoima, CA 91331, USA"
3423,3423,"13188 Mercer St, Pacoima, CA 91331, USA"
3424,3424,"13188 Mercer St, Pacoima, CA 91331, USA"
3425,3425,"13646 Brownell St, San Fernando, CA 91340, USA"
3426,3426,"13641 Daventry St, Pacoima, CA 91331, USA"
3427,3427,"13641 Daventry St, Pacoima, CA 91331, USA"
3428,3428,"13188 Mercer St, Pacoima, CA 91331, USA"
3429,3429,"13648 Van Nuys Blvd, Pacoima, CA 91331, USA"
3430,3430,"13648 Van Nuys Blvd, Pacoima, CA 91331, USA"
