,0
2771,"84R2+22 Salton City, CA, USA"
2772,"1183 Shore Haven Ave, Thermal, CA 92274, USA"
2773,"2098 Riviera Cir, Thermal, CA 92274, USA"
2774,"7652+X2 Salton City, CA, USA"
2775,"57 Sunset Way, Palo Verde, CA 92266, USA"
2776,"32C9+2X Inperial Gables, CA, USA"
2777,"9759+XX Bombay Beach, CA, USA"
2778,"9549 Avenue E, Niland, CA 92257, USA"
2779,"Q9Q2+X2 Winterhaven, CA, USA"
2780,"A York Rd, Winterhaven, CA 92283, USA"
2781,"2060A Indian Rock Rd, Winterhaven, CA 92283, USA"
2782,"P8RR+22 Winterhaven, CA, USA"
2783,"8RX9+XX Poleta, CA, USA"
2784,"CH2C+22 Dixon Lane-Meadow Creek, CA, USA"
2785,"99RX+2X Round Valley, CA, USA"
2786,"7H22+22 Peterson Mill, CA, USA"
2787,"9HC2+22 West Bishop, CA, USA"
2788,"2470 Sunrise Dr, Bishop, CA 93514, USA"
2789,"9H5H+XX West Bishop, CA, USA"
2790,"561 Lagoon St, Bishop, CA 93514, USA"
2791,"768 Spruce St, Bishop, CA 93514, USA"
2792,"363 Clarke St, Bishop, CA 93514, USA"
2793,"5PC2+22 Big Pine, CA, USA"
2794,8584W4X2+X2
2795,"WMQR+X2 Aberdeen, CA, USA"
2796,"JWRX+2X Lone Pine, CA, USA"
2797,"JRH9+XX Lone Pine, CA, USA"
2798,"48H5+XX Coso, CA, USA"
2799,"CX2J+22 Furnace Creek, CA, USA"
2800,"2Q2J+22 Shoshone, CA, USA"
2801,"1510 N Chester Ave, Bakersfield, CA 93308, USA"
2802,"McCray & Norris, Oildale, CA 93308, USA"
2803,"McCray & Norris, Oildale, CA 93308, USA"
2804,"254 Petrol Rd, Bakersfield, CA 93308, USA"
2805,"1322 Citation Way, Bakersfield, CA 93308, USA"
2806,"4109 Manor St, Bakersfield, CA 93308, USA"
2807,"112 Brighton Way, Bakersfield, CA 93308, USA"
2808,"1510 N Chester Ave, Bakersfield, CA 93308, USA"
2809,"1510 N Chester Ave, Bakersfield, CA 93308, USA"
2810,"1510 N Chester Ave, Bakersfield, CA 93308, USA"
2811,"McCray & Norris, Oildale, CA 93308, USA"
2812,"407 Oildale Dr, Bakersfield, CA 93308, USA"
2813,"962 Norris Rd, Bakersfield, CA 93308, USA"
2814,"1444 Norris Rd, Bakersfield, CA 93308, USA"
2815,"1444 Norris Rd, Bakersfield, CA 93308, USA"
2816,"110 E Moneta Ave, Bakersfield, CA 93308, USA"
2817,"110 E Moneta Ave, Bakersfield, CA 93308, USA"
2818,"407 Oildale Dr, Bakersfield, CA 93308, USA"
2819,"904 Mammoth Ave, Bakersfield, CA 93308, USA"
2820,"110 E Moneta Ave, Bakersfield, CA 93308, USA"
2821,"531 Willow Dr, Bakersfield, CA 93308, USA"
2822,"904 Mammoth Ave, Bakersfield, CA 93308, USA"
2823,"6914 Norris Rd, Bakersfield, CA 93308, USA"
2824,"6018 Norris Rd, Bakersfield, CA 93308, USA"
2825,"7901 Kimberly Ave, Bakersfield, CA 93308, USA"
2826,"9701 Bossa Nova Ct, Bakersfield, CA 93312, USA"
2827,"CWJ5+2X Bakersfield, CA, USA"
2828,"4233 Foster Ave, Bakersfield, CA 93308, USA"
2829,"7001 Downing Ave, Bakersfield, CA 93308, USA"
2830,"616 45th St, Bakersfield, CA 93301, USA"
2831,"731 34th St, Bakersfield, CA 93301, USA"
2832,"2231 R St, Bakersfield, CA 93301, USA"
2833,"3232 H St, Bakersfield, CA 93301, USA"
2834,"2870 Skyline Blvd, Bakersfield, CA 93305, USA"
2835,"2870 Skyline Blvd, Bakersfield, CA 93305, USA"
2836,"2800 Loma Linda Dr, Bakersfield, CA 93305, USA"
2837,"115 Bernard St, Bakersfield, CA 93305, USA"
2838,"115 Bernard St, Bakersfield, CA 93305, USA"
2839,"1801 Panorama Dr, Bakersfield, CA 93305, USA"
2840,"2824 St Marys St, Bakersfield, CA 93305, USA"
2841,"2914 Dartmouth St, Bakersfield, CA 93305, USA"
2842,"2914 Dartmouth St, Bakersfield, CA 93305, USA"
2843,"2914 Dartmouth St, Bakersfield, CA 93305, USA"
2844,"1133 Panorama Dr, Bakersfield, CA 93305, USA"
2845,"2912 Noble Ave, Bakersfield, CA 93306, USA"
2846,"2931 Crest Dr, Bakersfield, CA 93306, USA"
2847,"2949 Oswell St, Bakersfield, CA 93306, USA"
2848,"2912 Noble Ave, Bakersfield, CA 93306, USA"
2849,"2424 Kenwood Rd, Bakersfield, CA 93306, USA"
2850,"1708 Camino Primavera, Bakersfield, CA 93306, USA"
2851,"3013 Fernvale Rd, Bakersfield, CA 93306, USA"
2852,"1708 Camino Primavera, Bakersfield, CA 93306, USA"
2853,"5612 Hillburn Rd, Bakersfield, CA 93306, USA"
2854,"3013 Fernvale Rd, Bakersfield, CA 93306, USA"
2855,"7400 Niles St, Bakersfield, CA 93306, USA"
2856,"4004 Crescent Dr, Bakersfield, CA 93306, USA"
2857,"2908 Brock Way, Bakersfield, CA 93306, USA"
2858,"3964 Claremont Dr, Bakersfield, CA 93306, USA"
2859,"3964 Claremont Dr, Bakersfield, CA 93306, USA"
2860,"9312 Ceres St, Bakersfield, CA 93306, USA"
2861,"4708 Panorama Dr, Bakersfield, CA 93306, USA"
2862,"5131 Beaverhead Ave, Bakersfield, CA 93306, USA"
2863,"12020 Pioneer Dr, Bakersfield, CA 93307, USA"
2864,"1300 Royal Way, Bakersfield, CA 93306, USA"
2865,"2262 S Edison Rd, Arvin, CA 93203, USA"
2866,"5804 Pioneer Dr, Bakersfield, CA 93306, USA"
2867,"700 Meadows St, Bakersfield, CA 93306, USA"
2868,"728 Normandy Dr, Bakersfield, CA 93306, USA"
2869,"728 Normandy Dr, Bakersfield, CA 93306, USA"
2870,"3101 Lexington Ave, Bakersfield, CA 93306, USA"
2871,"728 Normandy Dr, Bakersfield, CA 93306, USA"
2872,"3101 Lexington Ave, Bakersfield, CA 93306, USA"
2873,"2619 Trust Ave, Bakersfield, CA 93306, USA"
2874,"2619 Trust Ave, Bakersfield, CA 93306, USA"
2875,"1903 Bernard St, Bakersfield, CA 93305, USA"
2876,"1525 Palm Dr, Bakersfield, CA 93305, USA"
2877,"1321 Haley St, Bakersfield, CA 93305, USA"
2878,"1525 Palm Dr, Bakersfield, CA 93305, USA"
2879,"1307 Chamberlain Ave, Bakersfield, CA 93305, USA"
2880,"1525 Palm Dr, Bakersfield, CA 93305, USA"
2881,"1111 King St, Bakersfield, CA 93305, USA"
2882,"1111 King St, Bakersfield, CA 93305, USA"
2883,"2127 Robinson St, Bakersfield, CA 93305, USA"
2884,"1321 Haley St, Bakersfield, CA 93305, USA"
2885,"1321 Haley St, Bakersfield, CA 93305, USA"
2886,"1321 Haley St, Bakersfield, CA 93305, USA"
2887,"511 Bernard St, Bakersfield, CA 93305, USA"
2888,"511 Bernard St, Bakersfield, CA 93305, USA"
2889,"511 Bernard St, Bakersfield, CA 93305, USA"
2890,"2127 Robinson St, Bakersfield, CA 93305, USA"
2891,"2127 Robinson St, Bakersfield, CA 93305, USA"
2892,"1200 Union Ave, Bakersfield, CA 93305, USA"
2893,"1007 Dolores St, Bakersfield, CA 93305, USA"
2894,"1007 Dolores St, Bakersfield, CA 93305, USA"
2895,"602 Williams St, Bakersfield, CA 93305, USA"
2896,"1307 Chamberlain Ave, Bakersfield, CA 93305, USA"
2897,"2231 R St, Bakersfield, CA 93301, USA"
2898,"2231 R St, Bakersfield, CA 93301, USA"
2899,"1300 R St, Bakersfield, CA 93304, USA"
2900,"1300 R St, Bakersfield, CA 93304, USA"
2901,"2300 Eye St, Bakersfield, CA 93301, USA"
2902,"2300 Eye St, Bakersfield, CA 93301, USA"
2903,"3232 H St, Bakersfield, CA 93301, USA"
2904,"1300 R St, Bakersfield, CA 93304, USA"
2905,"2222 Cedar St, Bakersfield, CA 93301, USA"
2906,"2222 Cedar St, Bakersfield, CA 93301, USA"
2907,"California & Campus Way, Bakersfield, CA 93301, USA"
2908,"1251 Oak St, Bakersfield, CA 93304, USA"
2909,"3412 Elm St, Bakersfield, CA 93301, USA"
2910,"328 Oakdale Dr, Bakersfield, CA 93309, USA"
2911,"4108 La Mirada Dr, Bakersfield, CA 93309, USA"
2912,"4108 La Mirada Dr, Bakersfield, CA 93309, USA"
2913,"6004 Poso Ct, Bakersfield, CA 93309, USA"
2914,"7004 Saddleback Dr, Bakersfield, CA 93309, USA"
2915,"5105 California Ave, Bakersfield, CA 93309, USA"
2916,"California & Campus Way, Bakersfield, CA 93301, USA"
2917,"2424 Buena Vista St, Bakersfield, CA 93304, USA"
2918,"328 Oakdale Dr, Bakersfield, CA 93309, USA"
2919,"1251 Oak St, Bakersfield, CA 93304, USA"
2920,"1318 Eye St, Bakersfield, CA 93301, USA"
2921,"320 Eye St, Bakersfield, CA 93304, USA"
2922,"320 Eye St, Bakersfield, CA 93304, USA"
2923,"2424 Buena Vista St, Bakersfield, CA 93304, USA"
2924,"1300 R St, Bakersfield, CA 93304, USA"
2925,"801 4th St, Bakersfield, CA 93304, USA"
2926,"801 4th St, Bakersfield, CA 93304, USA"
2927,"801 4th St, Bakersfield, CA 93304, USA"
2928,"1300 R St, Bakersfield, CA 93304, USA"
2929,"301 E 4th St, Bakersfield, CA 93307, USA"
2930,"301 E 4th St, Bakersfield, CA 93307, USA"
2931,"205 Terrace Way, Bakersfield, CA 93304, USA"
2932,"301 E 4th St, Bakersfield, CA 93307, USA"
2933,"602 Williams St, Bakersfield, CA 93305, USA"
2934,"9259+XX Bakersfield, CA, USA"
2935,"9259+XX Bakersfield, CA, USA"
2936,"316 Northrup St, Bakersfield, CA 93307, USA"
2937,"316 Northrup St, Bakersfield, CA 93307, USA"
2938,"70 Sterling Rd, Bakersfield, CA 93307, USA"
2939,"304 Oswell St, Bakersfield, CA 93307, USA"
2940,"2619 Trust Ave, Bakersfield, CA 93306, USA"
2941,"317 Louella Dr, Bakersfield, CA 93307, USA"
2942,"1307 Chamberlain Ave, Bakersfield, CA 93305, USA"
2943,"412 Yampa St, Bakersfield, CA 93307, USA"
2944,"83C2+22 Bakersfield, CA, USA"
2945,"1825 Feliz Dr, Bakersfield, CA 93307, USA"
2946,"921 Feliz Dr, Bakersfield, CA 93307, USA"
2947,"2500 Lotus Ln, Bakersfield, CA 93307, USA"
2948,"1729 Brook St, Bakersfield, CA 93307, USA"
2949,"205 Terrace Way, Bakersfield, CA 93304, USA"
2950,"921 Feliz Dr, Bakersfield, CA 93307, USA"
2951,"700 Maitland Dr, Bakersfield, CA 93304, USA"
2952,"700 Ming Ave, Bakersfield, CA 93307, USA"
2953,"1515 Terrace Way, Bakersfield, CA 93304, USA"
2954,"700 Maitland Dr, Bakersfield, CA 93304, USA"
2955,"1515 Terrace Way, Bakersfield, CA 93304, USA"
2956,"1529 El Rancho Pl, Bakersfield, CA 93304, USA"
2957,"1500 Hughes Ln, Bakersfield, CA 93304, USA"
2958,"2331 Terrace Way, Bakersfield, CA 93304, USA"
2959,"8XX5+XX Bakersfield, CA, USA"
2960,"8XX5+XX Bakersfield, CA, USA"
2961,"501 Taylor St, Bakersfield, CA 93309, USA"
2962,"4200 Ming Ave, Bakersfield, CA 93309, USA"
2963,"2704 Daken St, Bakersfield, CA 93309, USA"
2964,"4200 Ming Ave, Bakersfield, CA 93309, USA"
2965,"509 Pebble Beach Dr, Bakersfield, CA 93309, USA"
2966,"6113 Cypress Point Dr, Bakersfield, CA 93309, USA"
2967,"2702 Cormier Dr, Bakersfield, CA 93311, USA"
2968,"8WX2+X2 Bakersfield, CA, USA"
2969,"7005 School House Ln, Bakersfield, CA 93309, USA"
2970,"512 Vista Verde Way, Bakersfield, CA 93309, USA"
2971,"7804 Kroll Way, Bakersfield, CA 93309, USA"
2972,"7005 School House Ln, Bakersfield, CA 93309, USA"
2973,"7005 School House Ln, Bakersfield, CA 93309, USA"
2974,"2601 Slender Oak Ct, Bakersfield, CA 93311, USA"
2975,"6816 Shelby Loop, Bakersfield, CA 93309, USA"
2976,"7901 Westwold Dr, Bakersfield, CA 93309, USA"
2977,"5109 Hartford Ave, Bakersfield, CA 93309, USA"
2978,"6104 Eastbourne Way, Bakersfield, CA 93309, USA"
2979,"2705 Bladen St, Bakersfield, CA 93309, USA"
2980,"1529 El Rancho Pl, Bakersfield, CA 93304, USA"
2981,"1610 Rosalia Dr, Bakersfield, CA 93304, USA"
2982,"Hughes & Woolard, Bakersfield, CA 93304, USA"
2983,"1500 Hughes Ln, Bakersfield, CA 93304, USA"
2984,"700 Ming Ave, Bakersfield, CA 93307, USA"
2985,"620 Patricia Ave, Bakersfield, CA 93304, USA"
2986,"2014 S Union Ave, Bakersfield, CA 93307, USA"
2987,"620 Patricia Ave, Bakersfield, CA 93304, USA"
2988,"1610 Rosalia Dr, Bakersfield, CA 93304, USA"
2989,"1529 El Rancho Pl, Bakersfield, CA 93304, USA"
2990,"1729 Brook St, Bakersfield, CA 93307, USA"
2991,"5912 Leo St, Bakersfield, CA 93307, USA"
2992,"67 E Pacheco Rd, Bakersfield, CA 93307, USA"
2993,"6009 Ambergrove St, Bakersfield, CA 93313, USA"
2994,"3804 Sweet Springs St, Bakersfield, CA 93309, USA"
2995,"4100 Alum Ave, Bakersfield, CA 93309, USA"
2996,"3401 Pacheco Rd d, Bakersfield, CA 93313, USA"
2997,"2501 Tricia Ct, Bakersfield, CA 93304, USA"
2998,"1517 Garfield Ave, Bakersfield, CA 93304, USA"
2999,"4301 Renee Ave, Bakersfield, CA 93313, USA"
3000,"2420 Maurice Ave, Bakersfield, CA 93304, USA"
3001,"6012 Ream Way, Bakersfield, CA 93307, USA"
3002,"3904 Pontiac St, Bakersfield, CA 93304, USA"
3003,"705 Pacheco Rd, Bakersfield, CA 93307, USA"
3004,"6104 Strawbridge Ct, Bakersfield, CA 93307, USA"
3005,"6000 Provincetown Ave, Bakersfield, CA 93313, USA"
3006,"6V9C+X2 Bakersfield, CA, USA"
3007,"6XQQ+XX Alameda, CA, USA"
3008,"801 Hosking Ave #5818, Bakersfield, CA 93307, USA"
3009,"62Q5+XX Bakersfield, CA, USA"
3010,"7295+XX Bakersfield, CA, USA"
3011,"R399+XX Frazier Park, CA, USA"
3012,"R3H2+X2 Frazier Park, CA, USA"
3013,"R362+22 Frazier Park, CA, USA"
3014,"RVH2+X2 Pine Mountain Club, CA, USA"
3015,"WRXR+X2 Pine Mountain Club, CA, USA"
3016,"R399+XX Frazier Park, CA, USA"
3017,"516 Kern St, Taft, CA 93268, USA"
3018,"3G9X+XX Taft, CA, USA"
3019,"5HQH+XX Valley Acres, CA, USA"
3020,"7G92+X2 Derby Acres, CA, USA"
3021,"5GC9+2X Taft, CA, USA"
3022,"5G5X+XX Ford City, CA, USA"
3023,"5GCR+22 Ford City, CA, USA"
3024,"501 Main St, Taft, CA 93268, USA"
3025,"403 Pilgrim Ave, Taft, CA 93268, USA"
3026,"1124 4th St, Taft, CA 93268, USA"
3027,"510 Ward St, Taft, CA 93268, USA"
3028,"303 South St, Taft, CA 93268, USA"
3029,"2223 25 Hill Rd, Taft, CA 93268, USA"
3030,"131 N Main St, Buttonwillow, CA 93206, USA"
3031,"CH2H+2X Buttonwillow, CA, USA"
3032,"5501 Verdugo Ln, Bakersfield, CA 93312, USA"
3033,"3331 Calloway Dr, Bakersfield, CA 93312, USA"
3034,"10617 Meacham Rd, Bakersfield, CA 93312, USA"
3035,"CR56+X2 Rosedale, Bakersfield, CA, USA"
3036,"17837 Brimhall Rd, Bakersfield, CA 93314, USA"
3037,"2201 Verdugo Ln, Bakersfield, CA 93312, USA"
3038,"2213 Calloway Dr, Bakersfield, CA 93312, USA"
3039,"10628 Brimhall Rd, Bakersfield, CA 93312, USA"
3040,"5209 Minter Field Ave, Shafter, CA 93263, USA"
3041,"GP99+XX Shafter, CA, USA"
3042,"FPQJ+X2 Shafter, CA, USA"
3043,"1110 E Lerdo Hwy # 100, Shafter, CA 93263, USA"
3044,"451 E Lerdo Hwy, Shafter, CA 93263, USA"
3045,"658 Sycamore Ave, Shafter, CA 93263, USA"
3046,"168 W Lerdo Hwy, Shafter, CA 93263, USA"
3047,"168 W Lerdo Hwy, Shafter, CA 93263, USA"
3048,"451 E Lerdo Hwy, Shafter, CA 93263, USA"
3049,"FJQ9+XX Shafter, CA, USA"
3050,"1224 2nd St, Wasco, CA 93280, USA"
3051,"GJXR+X2 Wasco, CA, USA"
3052,"1966 Bautista Ave, Wasco, CA 93280, USA"
3053,"1240 10th Pl, Wasco, CA 93280, USA"
3054,"1224 2nd St, Wasco, CA 93280, USA"
3055,"651 CA-46, Wasco, CA 93280, USA"
3056,"1017 Palm Ave, Wasco, CA 93280, USA"
3057,"950 H St, Wasco, CA 93280, USA"
3058,"J8C5+2X Lost Hills, CA, USA"
3059,"M62H+2X Lost Hills, CA, USA"
3060,"QV55+XX Jasmin, CA, USA"
3061,"30154 Garces Hwy, Delano, CA 93215, USA"
3062,"JRR6+22 Calico, CA, USA"
3063,"558 11th St, McFarland, CA 93250, USA"
3064,"610 A St, McFarland, CA 93250, USA"
3065,"481 Cherrywood St, McFarland, CA 93250, USA"
3066,"1800 High St., Delano, CA 93215, USA"
3067,"601 11th Ave, Delano, CA 93215, USA"
3068,"313 Ellington St, Delano, CA 93215, USA"
3069,"354 Malibu Dr, Delano, CA 93215, USA"
3070,"2343 Girard St, Delano, CA 93215, USA"
3071,"1800 High St., Delano, CA 93215, USA"
3072,"1847 Chaparral Cir, Delano, CA 93215, USA"
3073,"1900 County Line Rd, Delano, CA 93215, USA"
3074,"1302 10th Ave, Delano, CA 93215, USA"
3075,"1839 Val Verde Ln, Delano, CA 93215, USA"
3076,"PQQC+X2 Delano, CA, USA"
3077,"1839 Val Verde Ln, Delano, CA 93215, USA"
3078,"F39H+XX Bakersfield, CA, USA"
3079,"CXQQ+XX Oildale, CA, USA"
3080,"C3Q9+XX Bakersfield, CA, USA"
3081,"PMQR+X2 Weldon, CA, USA"
3082,"441 Pine Hollow Rd, Onyx, CA 93255, USA"
3083,"QH25+2X Kernville, CA, USA"
3084,"501 Canyon Dr, Wofford Heights, CA 93285, USA"
3085,"PF2X+2X Wofford Heights, CA, USA"
3086,"PC95+XX Shirley Meadows, CA, USA"
3087,"M42J+22 Woody, CA, USA"
3088,"FQH9+XX Sageland, CA, USA"
3089,"JMRC+22 Weldon, CA, USA"
3090,"6211 Sagebrush Rd, Lake Isabella, CA 93240, USA"
3091,"JHC2+22 Lake Isabella, CA, USA"
3092,"2959 Eva Ave, Lake Isabella, CA 93240, USA"
3093,"2516 Flower St, Lake Isabella, CA 93240, USA"
3094,"2801 Bodfish Canyon Rd, Bodfish, CA 93205, USA"
3095,"66 Doherty Dr, Caliente, CA 93518, USA"
3096,"P7HC+X2 Ridgecrest, CA, USA"
3097,"232 Sand Dune Ln, Ridgecrest, CA 93555, USA"
3098,"Pizza Factory, Ridgecrest, CA 93555, USA"
3099,"535 W Atkins Ave SPC 40, Ridgecrest, CA 93555, USA"
3100,"940 W Alene Ave, Ridgecrest, CA 93555, USA"
3101,"1449 Sydnor Ave, Ridgecrest, CA 93555, USA"
3102,"525 Sydnor Ave, Ridgecrest, CA 93555, USA"
3103,"Ridgecrest Hospital - China Lake Blvd., Ridgecrest, CA 93555, USA"
3104,"501 N China Lake Blvd, Ridgecrest, CA 93555, USA"
3105,"526 W Las Flores Ave, Ridgecrest, CA 93555, USA"
3106,"1000 W Las Flores Ave, Ridgecrest, CA 93555, USA"
3107,"229 Goss St, Ridgecrest, CA 93555, USA"
3108,"730 S Allen St, Ridgecrest, CA 93555, USA"
3109,"463 W Dolphin Ave, Ridgecrest, CA 93555, USA"
3110,"1365 W Dolphin Ave, Ridgecrest, CA 93555, USA"
3111,"230 Sunset Pl, Ridgecrest, CA 93555, USA"
3112,"J955+XX Ridgecrest, CA, USA"
3113,"212 Rancho St, Ridgecrest, CA 93555, USA"
3114,"J85Q+XX Ridgecrest, CA, USA"
3115,"557 E Dolphin Ave, Ridgecrest, CA 93555, USA"
3116,"4100-4198 Las Flores Ave, Ridgecrest, CA 93555, USA"
3117,"G8XC+X2 Ridgecrest, CA, USA"
3118,"M52Q+2X Inyokern, CA, USA"
3119,"P4HJ+X2 Bradys, CA, USA"
3120,"G5Q5+XX Inyokern, CA, USA"
3121,"M725+2X China Lake Acres, CA, USA"
3122,"85X5+XX Old Garlock, CA, USA"
3123,"2XXX+XX California City, CA, USA"
3124,"25JJ+22 North Edwards, CA, USA"
3125,"20751 Aristotle Dr, California City, CA 93505, USA"
3126,"6665+2X California City, CA, USA"
3127,"4XCR+22 California City, CA, USA"
3128,"21237 83rd St, California City, CA 93505, USA"
3129,"21291 Windsong St, California City, CA 93505, USA"
3130,"33H2+X2 California City, CA, USA"
3131,"32XC+X2 California City, CA, USA"
3132,"5256+X2 California City, CA, USA"
3133,"WPCJ+22 Rosamond, CA, USA"
3134,"VM56+X2 Rosamond, CA, USA"
3135,"28JC+22 Boron, CA, USA"
3136,"X8QC+X2 Boron, CA, USA"
3137,"12029 Boron Ave, Boron, CA 93516, USA"
3138,"VR5X+XX Rosamond, CA, USA"
3139,"3392 Haven St, Rosamond, CA 93560, USA"
3140,"3319 Cactus Cir Ave, Rosamond, CA 93560, USA"
3141,"2134 Gobi Ave, Rosamond, CA 93560, USA"
3142,"3R6X+2X Mojave, CA, USA"
3143,"1500 Kinnicutt St, Mojave, CA 93501, USA"
3144,"3228 Pat Ave, Mojave, CA 93501, USA"
3145,"1018 Mojave-Barstow Hwy, Mojave, CA 93501, USA"
3146,"23551 Rolly Ave, Tehachapi, CA 93561, USA"
3147,"29701 Goldspike Rd, Tehachapi, CA 93561, USA"
3148,"7M96+X2 Twin Oaks, CA, USA"
3149,"22009 Lilac St, Tehachapi, CA 93561, USA"
3150,"39HR+X2 Stallion Springs, CA, USA"
3151,"X9QR+X2 Stallion Springs, CA, USA"
3152,"742 Silver Oak Dr, Tehachapi, CA 93561, USA"
3153,"715 Brentwood Dr, Tehachapi, CA 93561, USA"
3154,"1012 Canyon Dr, Tehachapi, CA 93561, USA"
3155,"514 E F St, Tehachapi, CA 93561, USA"
3156,"514 E F St, Tehachapi, CA 93561, USA"
3157,"8455 Fuller Dr, Bakersfield, CA 93307, USA"
3158,"7352+X2 Bakersfield, CA, USA"
3159,"7599+XX Di Giorgio, CA, USA"
3160,"43HH+XX Meridian, CA, USA"
3161,"65H2+X2 Arvin, CA, USA"
3162,"65HJ+X2 Edmundson Acres, CA, USA"
3163,"518 Langford Ave, Arvin, CA 93203, USA"
3164,"55XJ+X2 Arvin, CA, USA"
3165,"55X2+X2 Arvin, CA, USA"
3166,"8416 Bertal St, Lamont, CA 93241, USA"
3167,"7452+X2 Lamont, CA, USA"
3168,"7600 Letty Ave, Lamont, CA 93241, USA"
3169,"8312 Maxey Dr, Lamont, CA 93241, USA"
3170,"C855+XX Laton, CA, USA"
3171,"6249 Burris Park Dr, Kingsburg, CA 93631, USA"
3172,"9FC2+22 Remnoy, CA, USA"
3173,"98H5+XX Hanford, CA, USA"
3174,"7150 18th Ave, Lemoore, CA 93245, USA"
3175,"20750 Fremont Ave, Lemoore, CA 93245, USA"
3176,"84RH+2X Lemoore, CA, USA"
3177,"839C+X2 Lemoore Station, CA, USA"
3178,"473 W Deodar Ln, Lemoore, CA 93245, USA"
3179,"867 Elderwood Ln, Lemoore, CA 93245, USA"
3180,"884 N Lemoore Ave, Lemoore, CA 93245, USA"
3181,"894 Banyan Dr, Lemoore, CA 93245, USA"
3182,"Lions Park, 852 Fox St, Lemoore, CA 93245, USA"
3183,"820 E Bush St, Lemoore, CA 93245, USA"
3184,"113 Powell Ave, Lemoore, CA 93245, USA"
3185,"614 C St, Lemoore, CA 93245, USA"
3186,"588 Vine St, Lemoore, CA 93245, USA"
3187,"20161 W Glendale Ave, Lemoore, CA 93245, USA"
3188,"9891 18th Ave, Lemoore, CA 93245, USA"
3189,"13963 18th Ave, Lemoore, CA 93245, USA"
3190,"659 Contenta Ct, Lemoore, CA 93245, USA"
3191,"75JQ+2X Lemoore, CA, USA"
3192,"87RH+2X Armona, CA, USA"
3193,"10472 14 1/2 Ave, Lemoore, CA 93245, USA"
3194,"13454 Larkspur Way, Hanford, CA 93230, USA"
3195,"876C+22 Armona, CA, USA"
3196,"78X2+X2 Armona, CA, USA"
3197,"1561 W Chianti Way, Hanford, CA 93230, USA"
3198,"409 W Pioneer Way, Hanford, CA 93230, USA"
3199,"2085 Peralta Way, Hanford, CA 93230, USA"
3200,"2085 Peralta Way, Hanford, CA 93230, USA"
3201,"1000 W Audubon Rd, Hanford, CA 93230, USA"
3202,"484 Orange St, Hanford, CA 93230, USA"
3203,"428 E Leland Way, Hanford, CA 93230, USA"
3204,"2104 Ashwood Ct, Hanford, CA 93230, USA"
3205,"89XJ+X2 Hanford, CA, USA"
3206,"428 E Leland Way, Hanford, CA 93230, USA"
3207,"1476 Seqyoia Babe Ruth, Hanford, CA 93230, USA"
3208,"1026 Lacey Blvd, Hanford, CA 93230, USA"
3209,"9881 Sierra Dr, Hanford, CA 93230, USA"
3210,"899C+X2 Hanford, CA, USA"
3211,"1412 Rodgers Rd, Hanford, CA 93230, USA"
3212,"1400 N Redington St, Hanford, CA 93230, USA"
3213,"1400 N Redington St, Hanford, CA 93230, USA"
3214,"1320 N Normandie St, Hanford, CA 93230, USA"
3215,"421 E 10th St, Hanford, CA 93230, USA"
3216,"319 Center St, Hanford, CA 93230, USA"
3217,"319 Center St, Hanford, CA 93230, USA"
3218,"889C+X2 Hanford, CA, USA"
3219,"450 Kings County Dr, Hanford, CA 93230, USA"
3220,"470 Greenfield Ave, Hanford, CA 93230, USA"
3221,"470 Greenfield Ave, Hanford, CA 93230, USA"
3222,"889R+X2 Hanford, CA, USA"
3223,"889C+X2 Hanford, CA, USA"
3224,"886C+22 Hanford, CA, USA"
3225,"1916 S Wishon Ave, Hanford, CA 93230, USA"
3226,"1401 W Braden Ave, Hanford, CA 93230, USA"
3227,"501 S Brown St, Hanford, CA 93230, USA"
3228,"10696 Houston Ave, Hanford, CA 93230, USA"
3229,"377 Sydney Ct, Hanford, CA 93230, USA"
3230,"11211 8 1/2 Ave, Hanford, CA 93230, USA"
3231,"6228 Idaho Ave, Hanford, CA 93230, USA"
3232,"7825+2X Hanford, CA, USA"
3233,"59JC+22 Guernsey, CA, USA"
3234,"2925 Orange Ave, Corcoran, CA 93212, USA"
3235,"1801 Bainum Ave, Corcoran, CA 93212, USA"
3236,"911 Regency Ave, Corcoran, CA 93212, USA"
3237,"950 Chittenden Ave, Corcoran, CA 93212, USA"
3238,"950 Chittenden Ave, Corcoran, CA 93212, USA"
3239,"997 San Joaquin Ave, Corcoran, CA 93212, USA"
3240,"997 San Joaquin Ave, Corcoran, CA 93212, USA"
3241,"1000 Pueblo Ave, Corcoran, CA 93212, USA"
3242,"401 Nimitz Ave, Corcoran, CA 93212, USA"
3243,"1800 Hanna Ave, Corcoran, CA 93212, USA"
3244,"1800 Hanna Ave, Corcoran, CA 93212, USA"
3245,"1800 Hanna Ave, Corcoran, CA 93212, USA"
3246,"5725+2X Stratford, CA, USA"
3247,"54X2+X2 Lemoore Station, CA, USA"
3248,"20194 Laurel Ave, Stratford, CA 93266, USA"
3249,"32R6+22 Murray, CA, USA"
3250,"33190 Hubert Way, Kettleman City, CA 93239, USA"
3251,85822692+X2
3252,"2VQ5+XX Avenal, CA, USA"
3253,"1200 Skyline Blvd, Avenal, CA 93204, USA"
3254,"2V25+2X Avenal, CA, USA"
3255,"33883 Ave 36, Avenal, CA 93204, USA"
3256,"VVC9+2X Avenal, CA, USA"
3257,"W252+X2 Reef Station, CA, USA"
